State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
NSW,EAST MAITLAND,CALTEX,NEWCASTLE RD CNR WILLIAM ST,2323,02 49337138,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,151.582988,-32.748781
TAS,MIDDLETON,INDEPENDENT,CHANNEL HWY,7163,03 62921610,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,147.253819,-43.233077
NSW,VILLAWOOD,CALTEX,276 MILLER ROAD,2163,02 97275019,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,150.992355,-33.887835
NSW,KANGAROO VALLEY,INDEPENDENT,32 MOSS VALE ROAD,2577,02 44651986,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,150.521703,-34.730118
QLD,HOME HILL,AMPOL,129 SEVENTH AVENUE,4806,07 47821344,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,147.403332,-19.647906
VIC,COBDEN,CALTEX,1 CURDIE ST,3266,03 55951152,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,143.077032,-38.328416
TAS,WYNYARD,INDEPENDENT,31 INGLIS STREET,7325,03 64422635,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.72011,-40.989469
ACT,FYSHWICK,CALTEX,11 BARRIER ST,2609,02 62855999,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,149.173843,-35.329635
NSW,GOULBURN,CALTEX,13 SLOANE ST,2580,02 48212410,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,149.710709,-34.769996
QLD,SAMFORD VILLAGE,CALTEX,LOT 31 MT GLORIOUS RD,4520,07 32891410,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,152.88359,-27.373235
WA,CANNING VALE,CALTEX,RANFORD RD CNR WILFRED RD,6155,08 94555979,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.90896,-32.082159
QLD,WISHART,CALTEX,590 MT GRAVATT-CAPALABA RD,4122,07 34222722,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,146.540705,-27.548567
TAS,MIDWAY POINT,CALTEX,13 TASMAN HWY,7171,03 62652231,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,147.533137,-42.803885
NSW,TUGGERAH,CALTEX,2 JOHNSON RD,2259,02 43521447,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,151.422802,-33.294657
NSW,BEELBANGARA,AMPOL,2-4 RICHARD ST,2680,02 69635242,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,146.101871,-34.254197
SA,NURIOOTPA,INDEPENDENT,SIEGERSDORF RD,5355,08 85622177,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,138.996772,-34.50146
VIC,YARRA GLEN,CALTEX,66 BELL STREET,3775,03 97301466,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,145.375827,-37.65329
WA,GERALDTON,CALTEX,120 FLORES RD,6530,08 99211009,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,1,Y,N,N,114.62842,-28.751408
VIC,SUNBURY,CALTEX,81-87 HORNE STREET,3429,03 97405166,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,144.723008,-37.58367
QLD,TARA,INDEPENDENT,DAY ST,4421,07 4662 2688,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,150.451178,-27.276263
NSW,NARELLAN,CALTEX,NARELLAN RD CNR MAXWELL PL,2567,02 46471036,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,150.743339,-34.039568
QLD,ROCKHAMPTON NRTH,CALTEX,524-528 YAAMBA RD,4701,07 49261578,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,7,N,N,Y,150.518642,-23.33428
NSW,TEMORA,CALTEX,109 HOSKINS STREET,2666,02 69771265,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,147.532349,-34.44339
SA,STRATHALBYN,CALTEX,34-36 MILNES RD,5255,08 83861055,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,138.895048,-35.268556
WA,NRTH MALAGA,CALTEX,CNR BEACH RD & CROCKER ST,6062,08 92493200,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.882101,-31.852848
NSW,CASTLEREAGH,CALTEX,1141 CASTLEREAGH ROAD,2749,02 47761385,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,150.676771,-33.669433
QLD,CABOOLTURE,CALTEX,LOWER KING ST CNR ALFRED ST,4510,07 54983912,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,152.957508,-27.085245
QLD,CANUNGRA,CALTEX,6 CHRISTIE ST,4275,07 55435226,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,1,N,N,Y,153.161722,-28.01665
NSW,BLACKTOWN,CALTEX,143 KILDARE RD,2148,02 98312625,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,150.891589,-33.768615
VIC,COBURG,CALTEX,114-116 SYDNEY ROAD,3058,03 93842746,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,144.964783,-37.752241
QLD,MORANBAH,CALTEX,MILLS AVE CNR GRIFFIN ST,4744,07 49417183,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,148.045809,-22.002005
QLD,MORANBAH,CALTEX,BELYANDO AVE CNR BACON ST,4744,07 49418441,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,148.040562,-21.999376
NSW,KINGSGROVE,CALTEX,351-357 STONEY CREEK RD,2208,02 95021085,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,151.092603,-33.951166
TAS,DERWENT BRIDGE,INDEPENDENT,LYELL HIGHWAY,7140,03 62891125,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,146.232347,-42.131492
VIC,LITTLE RIVER,INDEPENDENT,OLD MELBOURNE RD,3211,03 52831297,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,144.507553,-37.962148
NSW,ULLADULLA,CALTEX,PRINCES HWY CNR DEERING ST,2539,02 44551437,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,150.47349,-35.362766
WA,DUMBLEYUNG,INDEPENDENT,LOT 60 ABSOLON ST,6350,08 98634072,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,117.736119,-33.314609
WA,MOUNT MAGNET,INDEPENDENT,HEPBURN STREET,6638,08 99634844,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,7,N,N,N,117.849213,-28.055819
NSW,BURONGA,CALTEX,STURT HWY CNR SILVER CITY HWY,2648,03 50230280,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,142.18158,-34.170652
SA,LOXTON,INDEPENDENT,15 BOOKPURNNG TCE,5333,08 85846533,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,140.579364,-34.446907
SA,RENMARK,AMPOL,52 TWENTY FIRST ST,5341,08 85865966,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,140.739148,-34.183483
SA,MIDDLETON,AMPOL,15 GOOLWA ROAD,5213,08 85543524,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,138.708591,-35.508208
WA,VIA CARNARVON,INDEPENDENT,NRTH WEST COASTAL HIGHWAY,6701,08 99430521,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,2,N,N,N,115.522302,-22.503236
SA,PORT PIRIE,CALTEX,118 MAIN RD,5540,08 86330640,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,138.02087,-33.184783
WA,MULLEWA,AMPOL,21 CNR JOSE AND PADBURY STREET,6630,08 99611196,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,115.511901,-28.539988
VIC,GISBORNE,CALTEX,4 STATION ST,3437,03 54282541,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,144.677293,-37.463344
NSW,LAMBTON,CALTEX,422 NEWCASTLE RD,2299,02 49574030,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,151.710401,-32.90966
NSW,SUMMERLAND POINT,AMPOL,64A CAMS BOULEVARD,2259,02 49725877,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.564917,-33.137612
SA,JAMESTOWN,CALTEX,MANNANARIE RD,5491,08 86641240,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,138.60947,-33.194221
TAS,HOBART,CALTEX,357 ARGYLE STREET,7001,03 62346045,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,147.316698,-42.870826
NSW,LADYSMITH,CALTEX,14 KYEAMBA STREET,2652,02 69221526,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,147.513585,-35.207405
WA,DENMARK,CALTEX,69 SOUTH COAST HWY,6333,08 98482333,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,117.351121,-34.961731
NSW,TYALGUM,INDEPENDENT,COOLMAN STREET,2484,02 66793234,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,153.208231,-28.356853
NSW,CHATSWOOD,CALTEX WOOLWORTHS,572 PACIFIC HWY,2067,02 94131238,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,151.179202,-33.803755
NSW,RANDWICK,CALTEX WOOLWORTHS,2 ALISON RD,2031,02 93145114,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,151.231178,-33.906229
NSW,CHERRYBROOK,CALTEX WOOLWORTHS,67 SHEPHERDS DR CNR MACQUARIE DR,2126,02 94818555,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,151.045045,-33.720682
NSW,ROSE BAY,CALTEX WOOLWORTHS,488 OLD SOUTH HEAD RD CNR ALBEMARLE,2029,02 93883291,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,151.272485,-33.874675
NSW,NRTH RYDE,CALTEX WOOLWORTHS,41-43 EPPING RD CNR WICKS RD,2113,02 98782555,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,151.131574,-33.791176
NSW,PARKLEA,CALTEX WOOLWORTHS,1190 OLD WINDSOR RD NEAR MIAMI ST (,2768,02 98365614,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,150.938887,-33.724275
QLD,KIPPA-RING,CALTEX WOOLWORTHS,ANZAC AVE CNR ELIZABETH AVE,4020,07 32846772,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,153.084985,-27.226757
QLD,BROADBEACH,CALTEX WOOLWORTHS,2745 GOLD COAST HWY & AUSTRALIA AVE,4218,07 55398835,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.429428,-28.025239
QLD,STAFFORD,CALTEX WOOLWORTHS,191 STAFFORD RD,4053,07 38572120,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,153.023866,-27.411327
QLD,ROCHEDALE SOUTH,CALTEX WOOLWORTHS,720 UNDERWOOD RD,4123,07 38413570,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.121361,-27.595286
QLD,RICHLANDS,CALTEX WOOLWORTHS,209 PROGRESS RD CNR GARDEN RD,4077,07 32713178,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,152.949546,-27.597187
WA,JOONDALUP,CALTEX WOOLWORTHS,LAKESIDE SHOPPING CENTRE JOONDALUP,6027,08 93009797,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,115.764208,-31.741127
WA,MIDVALE,CALTEX WOOLWORTHS,375 GREAT EASTERN HWY,6056,08 92504899,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,116.031249,-31.894877
WA,MOSMAN PARK,CALTEX WOOLWORTHS,676 STIRLING HWY,6012,08 92847639,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.755531,-32.011519
SA,ABERFOYLE PARK,CALTEX WOOLWORTHS,152 HUB DR CNR SANDPIPER CRES,5159,08 82704766,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,138.592599,-35.076445
SA,MUNN PARA,CALTEX WOOLWORTHS,LOT 23 MAIN NRTH RD,5115,08 82549000,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,138.687898,-34.691474
NSW,NRTHMEAD,CALTEX WOOLWORTHS,98-100 WINDSOR RD CNR LOMBARD RD,2152,02 96303433,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,150.994906,-33.787846
SA,ADELAIDE,INDEPENDENT,172 GILBERT STREET,5000,08 82117815,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,138.593919,-34.93457
NSW,LAKEMBA,CALTEX,516 PUNCHBOWL RD CNR WANGEE RD,2195,02 97595249,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,151.07347,-33.911706
VIC,SEYMOUR,INDEPENDENT,46 EMILY ST CNR SYDNEY RD,3660,03 57923958,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.128366,-37.019299
NSW,RAYMOND TERRACE,AMPOL,BENJAMIN LEE DRIVE,2324,02 49831988,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.77386,-32.760761
NSW,DEE WHY,CALTEX WOOLWORTHS,793-797 PITTWATER RD,2099,02 99719465,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,151.291802,-33.746284
NSW,ALBION PARK RAIL,CALTEX,172-174 PRINCES HIGHWAY,2527,02 42562484,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,150.795715,-34.560823
WA,KELMSCOTT,CALTEX WOOLWORTHS,2877 ALBANY HWY CNR DENNY AVE,6111,08 93905474,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,116.015645,-32.116157
VIC,CAMPERDOWN,CALTEX,319 MANIFOLD STREET,3260,03 55931716,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,143.137163,-38.226754
ACT,HOLT,CALTEX WOOLWORTHS,1 HARDWICK CRES,2615,02 62546707,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,149.020967,-35.224282
QLD,GEORGETOWN,AMPOL,CNR GULF DEVELOPMENT RD & GEORGE ST,4871,07 40621999,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,1,N,N,N,143.549294,-18.290305
VIC,ELSTERNWICK,CALTEX SAFEWAY,1A NEPEAN HWY CNR GLENHUNTLY RD,3185,03 95286698,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,144.997763,-37.884052
ACT,HUGHES,CALTEX WOOLWORTHS,12 WISDOM ST CNR CONYER ST,2605,02 62604959,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,149.093908,-35.334386
NSW,ST GEORGES BASIN,CALTEX,1-3 ST GEORGES RD,2540,02 44434099,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,150.590345,-35.089455
WA,MARBLE BAR,AMPOL,232 HALSE RD,6760,08 91761166,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,119.750472,-21.174758
WA,BUSSELTON,CALTEX,BUSSELTON BY-PASS CNR STRELLY ST,6280,08 97523563,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.349926,-33.668007
QLD,MARIAN,CALTEX,362 ANZAC AVE,4753,07 49543247,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,1,N,N,N,148.962185,-21.140661
QLD,ACACIA RIDGE,WOOLWORTHS CALTEX,1150 BEAUDESERT RD,4110,07 32770639,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.025526,-27.576407
VIC,AIRPORT WEST,SAFEWAY CALTEX,29-35 LOUIS STREET,3042,03 83361798,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,144.888547,-37.71432
NSW,ALBION PARK,WOOLWORTHS CALTEX,LOT 1 RUSSELL ST CNR TERRY ST,2527,02 42569063,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,150.775118,-34.572043
NSW,ALBURY,SAFEWAY CALTEX,515 YOUNG ST,2640,02 60415357,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,146.923825,-36.080884
QLD,ALEXANDRA HILLS,WOOLWORTHS CALTEX,CAMBRIDGE DRV CNR FINUCANE ROAD,4161,07 38202713,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.219744,-27.522938
NT,ALICE SPRINGS,WOOLWORTHS CALTEX,LOT 1 CNR WILLS & RAILWAY TCE,870,08 89524849,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,133.880212,-23.695257
QLD,ALLENSTOWN,WOOLWORTHS CALTEX,171 DENHAM ST,4700,07 49228356,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,150.501136,-23.385994
VIC,ALTONA MEADOWS,SAFEWAY CALTEX,2 CENTRAL AVENUE,3028,03 93698387,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,144.777568,-37.871433
NSW,AMBERVALE,WOOLWORTHS CALTEX,LOT 302 GILCHRIST DRIVE,2560,02 46280628,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,150.801253,-34.069052
VIC,ARARAT,SAFEWAY CALTEX,LOT 7 LAMBERT ST,3377,03 53525621,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,142.927121,-37.281488
QLD,SOUTHPORT,WOOLWORTHS CALTEX,64 FERRY ROAD,4215,07 55710376,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,153.411258,-27.976788
QLD,AYR,WOOLWORTHS CALTEX,115 EDWARDS ST,4807,07 47835468,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.403763,-19.572145
VIC,BAIRNSDALE,SAFEWAY CALTEX,522 MAIN STREET,3875,03 51525712,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.607051,-37.832738
WA,BALLAJURA,WOOLWORTHS CALTEX,GLENVIEW s/c cnrBELLEFIN & HAMELIN,6606,08 92481329,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,115.90701,-31.847599
VIC,BALLARAT,SAFEWAY CALTEX,CNR EASTWOOD & SHARWOOD ST,3350,03 53316748,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,143.862673,-37.564802
NSW,BATHURST,WOOLWORTHS CALTEX,74 BENTINCK ST CNR RUSSELL ST,2795,02 63317846,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,149.581666,-33.420455
VIC,BAYSWATER,SAFEWAY CALTEX,659 MOUNTAIN HWY,3153,03 97200998,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,145.262198,-37.841671
WA,BECKENHAM,WOOLWORTHS CALTEX,63 WILLIAMS STREET,6107,08 92588413,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,115.954889,-32.022144
QLD,BEENLEIGH,WOOLWORTHS CALTEX,118 GEORGE STREET,4207,07 33820487,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.207901,-27.717011
QLD,BEERWAH,WOOLWORTHS CALTEX,LOT 271 PEACHESTER STREET,4519,07 54940781,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.932831,-26.854361
NSW,BELMONT,WOOLWORTHS CALTEX,397 PACIFIC HWY,2280,02 49452048,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,151.661122,-33.028447
VIC,BENALLA,SAFEWAY CALTEX,135 BRIDGE ST,3671,03 57626102,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,145.988589,-36.550192
VIC,BENDIGO,SAFEWAY CALTEX,116 MITCHELL ST,3550,03 54422080,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,144.282434,-36.763253
VIC,BERWICK,SAFEWAY CALTEX,47 CLYDE RD,3806,03 97689785,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,145.342544,-38.038855
QLD,BILOELA,WOOLWORTHS CALTEX,22 CALLIDE ST,4715,07 49926934,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,150.513738,-24.404212
NSW,BLACKTOWN,WOOLWORTHS CALTEX,41 THIRD AVENUE,2148,02 96724849,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,150.908237,-33.764943
NSW,BONNYRIGG,WOOLWORTHS CALTEX,LOT 431 BONNYRIGG AVENUE,2177,02 97533018,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,150.887143,-33.886875
QLD,BOOVAL,WOOLWORTHS CALTEX,139 COLE ST CNR BRISBANE ROAD,4304,07 38127311,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,152.792167,-27.613562
VIC,BORONIA,SAFEWAY CALTEX,125 BORONIA RD,3155,03 97398206,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,145.284822,-37.862516
NSW,BOWRAL,WOOLWORTHS CALTEX,2-4 CNR BANYETTE & STATION STS,2576,02 48624025,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,150.415211,-34.481193
VIC,BRAESIDE,SAFEWAY CALTEX,122 BOUNDARY RD,3195,03 95874783,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,145.105068,-38.003381
VIC,BROADMEADOWS,SAFEWAY CALTEX,PEARCDALE PARADE,3047,03 93094392,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,144.917431,-37.680366
NSW,BROKEN HILL,WOOLWORTHS CALTEX,WESTSIDE PLAZA  GALENA ST,2880,08 80876842,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,141.448935,-31.961832
QLD,BROOKSIDE,WOOLWORTHS CALTEX,LOT 1 BROOKSIDE SHOP CTR OSBORNE RD,4053,07 33552498,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.981505,-27.409796
QLD,BROWNS PLAINS,WOOLWORTHS CALTEX,27 BROWN PLAINS RD,4118,07 38090609,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.040977,-27.662158
QLD,BROWNS PLAINS WEST,WOOLWORTHS CALTEX,92 JOHNSON RD,4118,07 38004358,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,153.02927,-27.659074
QLD,BUDERIM,WOOLWORTHS CALTEX,UNIVERSITY WAY,4556,07 54562680,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.050306,-26.718443
WA,BUNBURY,WOOLWORTHS CALTEX,LOT 63 CNR PENNANT & SANDRIDGE RD,6230,08 97219520,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,115.658811,-33.338313
QLD,BUNDABERG WEST,WOOLWORTHS CALTEX,38 BAROLIN ST,4670,07 41513327,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.350924,-24.871745
TAS,BURNIE,WOOLWORTHS CALTEX,2 MOUNT ST,7320,03 64324177,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,145.905463,-41.049718
QLD,BURPENGARY,WOOLWORTHS CALTEX,167 STATION RD,4505,07 38887849,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.973663,-27.154274
VIC,BURWOOD EAST,SAFEWAY CALTEX,50 MIDDLEBOROUGH RD,3151,03 98087352,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,145.132401,-37.85234
WA,BUSSELTON,WOOLWORTHS CALTEX,36 DUCHESS STREET,6280,08 97512917,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,115.342381,-33.64935
QLD,CABOOLTURE SOUTH,WOOLWORTHS CALTEX,61 MORAYFIELD RD CNR MARKET DRIVE,4510,07 54324562,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.951098,-27.094683
VIC,CAMBERWELL,SAFEWAY CALTEX,550 RIVERSDALE RD,3124,03 98132697,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,145.05915,-37.831711
SA,CAMDEN PARK,WOOLWORTHS CALTEX,CNR MORPHATT RD & MOORINGE AVE,5038,08 82954462,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,138.536667,-34.960587
