Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
BP Ayr,5708,108 Edwards Street,AYR,QLD,4807,07 4783 4308,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,y,N,N,N,N,N,-19.57080219,147.4032685
BP Bacchus Marsh,1035,65 Grant St,Bacchus Marsh,VIC,3340,03 5367 4644,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.68449474,144.4331975
BP Bagot Road,9300,331 Bagot Rd,Nightcliff,NT,810,08 8985 2550,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-12.39507033,130.8557716
BP Bairnsdale,3289,232 - 236 Main St,Bairnsdale,VIC,3875,03 5152 3124,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-37.82698249,147.6274844
BP Balaclava,3666,308 Carlisle St,Balaclava,VIC,3183,03 9527 4359,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,-37.8688482,144.9949156
BP Balcatta,1843,53 Erindale Road,Balcatta,WA,6021,08 9240 4110,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-31.86536188,115.8081006
BP Balladonia,6304,Eyre Hwy,Balladonia,WA,6443,08 9039 3453,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-32.44415205,124.0375713
BP Ballajura,6330,CORNER OF ALEXANDER DRIVE AND ILLAWARRA CRESCENT,KOONDOOLA,WA,6064,08 9248 1110,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-31.84582726,115.877484
BP Ballan Travel Stop,2225,Lot 1 WESTERN FREEWAY,BALLAN,VIC,3342,03 5368 1148,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,-37.58947772,144.208829
BP Balranald Dca,108,Sturt Highway,Balranald,NSW,2715,NA,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-34.5871173,143.4580146
Bp Bamaga Service Station,8025,Lui Street,Bamaga,QLD,4876,07 4069 3275,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-10.89167867,142.3951255
BP Bankstown,767,126 Chapel Road South,Bankstown,NSW,2200,02 9793 3777,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.92786616,151.0298189
BP Barham,8367,Moulamein Road,BARHAM,NSW,2732,03 5453 2214,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-35.57382677,144.1884108
BP Barolin St,5817,19 Barolin Street,Bundaberg,QLD,4670,07 4151 1522,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-24.87005079,152.3497659
BP Barraba,445,69 Queen St,Barraba,NSW,2347,02 6782 2046,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-30.38108327,150.6092719
BP Baulkham Hills West,768,134 Seven Hills Rd,Baulkham Hills,NSW,2153,02 9624 7583,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-33.76159036,150.9740381
BP Beachmere,7293,870-872 Beachmere Rd,Beachmere,QLD,4510,07 5496 2900,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,,N,Y,Y,Y,N,N,N,Y,-27.12858378,153.051613
BP Beckhom Roadhouse,2565,Newell Hwy,Beckom,NSW,2665,02 6978 2329,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,-34.33605556,147.0110896
BP Bedford,1244,166 Bedford Road,Andergrove,QLD,4740,07 4955 3711,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-21.09841164,149.1815203
BP Beenleigh,7300,25-27 Logan River Road,Beenleigh,QLD,4108,07 3287 5551,Y,Y,Y,n,Y,N,N,N,n,Y,,,,,,Y,N,N,,,N,N,-27.71414973,153.190341
BP Beldon,6533,Cnr C1314Ocean Reef Rd & Eddystone Ave,Beldon,WA,6027,08 9307 7887,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-31.77428904,115.7675496
BP Belfield,5656,53-57 Punchbowl road,Punchbowl,NSW,2196,02 9642 1353,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.92539635,151.0550666
BP Bellata RDD,7192,Newell Highway,BELLATA,NSW,2397,02 6793 7528,N,Y,Y,Y,Y,N,,N,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,-29.93288112,149.7914717
BP Bellbird,8081,Nambour Connection Rd,Kulangoor,QLD,4560,07 5476 0011,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-26.58900904,152.9685342
BP Bellevue,6209,59 Great Eastern Hwy,Bellevue,WA,6056,08 9250 1427,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-31.89558239,116.0315513
BP Belmont,183,77A Roslyn Rd,Belmont,VIC,3216,03 5244 2534,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-38.1757103,144.3431107
BP Benowa,4194,Ashmore Road,Benowa,QLD,4217,07 5539 5060,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-28.00199714,153.3845457
BP Bentleigh,5994,58 Patterson Rd,Bentleigh,VIC,3204,03 9557 5326,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,,N,Y,Y,Y,N,N,N,N,-37.92563187,145.0329993
BP Bentley,6344,1156 Albany Hwy,Bentley,WA,6102,08 9458 7049,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-32.00275807,115.9201346
BP Bermagui,1067,8 Wallaga Lake Rd,Bermagui,NSW,2546,02 6493 4174,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-36.41980656,150.0642883
BP Berri,9102,1 Vaughan Tce,Berri,SA,5343,08 8582 1740,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-34.2874276,140.6022034
BP Berwick,5846,276 Clyde Road,Berwick,VIC,3806,03 9702 2611,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-38.05796872,145.3381958
BP Big Pine,3200,Cnr Nepean Hwy & Beach Street,Frankston,VIC,3199,03 9783 1031,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-38.14021195,145.1224994
BP Big Pineapple,4319,Pacific Hwy,West Ballina,NSW,2478,02 6686 2878,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-28.84758331,153.5246024
BP Biggera Waters,1540,241 Brisbane Rd,Biggera Waters,QLD,4216,07 5537 8869,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.93099533,153.3760725
BP Biloela,1787,3 Thangoul Rd,Biloela,QLD,4715,07 4992 1370,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-24.40122281,150.5126396
BP Black Mountain,8467,3174 New England Hwy,Black Mountain,NSW,2365,02 6775 0166,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-30.31610078,151.6892055
BP Blackall DCA,8598,8-10 Shamrock Street,Blackall,QLD,4472,07 4657 4455,Y,Y,N,,Y,Y,,,,,,,,,,,,,,,N,N,-24.42804107,145.4748703
BP Blackall DPT,6840,8 - 10 Shamrock St,Blackall,QLD,4472,07 4657 4455,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,-24.42804519,145.4748731
BP Blackall Motel,4781,153 Shamrock St,Blackall,QLD,4472,07 4657 4611,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-24.42160299,145.4571562
BP Blackall Roadhouse,5057,10 Shamrock Street,Blackall,QLD,4472,07 4657 4453,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,,Y,,Y,N,N,N,N,N,-24.42804322,145.4748735
BP BLACKBURN,7350,233-243 WHITEHORSE ROAD,BLACKBURN,VIC,7350,03 9877 9599,Y,Y,Y,,Y,N,N,Y,Y,Y,N,N,N,,,Y,N,Y,,,N,N,-37.8177437,145.1629938
BP Blackwater,8050,12 Mckenzie St,Blackwater,QLD,4717,07 4982 6470,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-23.5830438,148.8794012
BP Blair Athol,5058,402 - 404 Main North Rd,Blair Athol,SA,5084,08 8262 8000,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,-34.861428,138.6010651
BP Blakeview,5213,236 Main North Rd,Smithfield,SA,5114,08 8254 6078,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-34.67077935,138.7027157
BP Boambee,7319,Cnr Pacific Hwy and Sawtell Rd,Boambee,NSW,2450,02 6653 1180,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,,Y,,Y,Y,,N,N,-30.34451574,153.0692923
BP Bohle,7182,585 Ingham Road,Townsville,QLD,4818,07 4774 8300,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-19.26071131,146.7453531
BP Bolam,6751,25 - 27 Bolam St,Garbutt,QLD,4814,07 4779 1077,Y,n,Y,Y,Y,n,n,n,Y,Y,n,n,n,,n,Y,Y,n,n,n,n,n,-19.26556182,146.771088
BP Bonnyrigg,8611,Cnr Cowpasture & Nth Liverpool Rds,Bonnyrigg,NSW,2177,02 9610 0400,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.89439568,150.8571518
BP Boonah,4326,43 High Street,Boonah,QLD,4310,07 5463 1566,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.99665478,152.682032
BP Border,3229,Corner Of Ebden Street And Wodonga Place,South Albury,NSW,2640,02 6021 4325,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.08834736,146.9091048
BP Bordertown Truck & Bus,1272,Dukes Hwy,Bordertown,SA,5268,08 8752 1997,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-36.31040791,140.7935552
BP Botany Bay,787,1579 Botany Rd,Botany,NSW,2019,02 9316 8148,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.95278005,151.2014181
BP Bougainvillia,1960,141 Cooroy - Noosa Rd,Tewantin,QLD,4565,07 5449 0566,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-26.39805886,153.0156927
BP Boulder Trading Post,2508,70 Piesse St,Boulder,WA,6432,08 9093 1167,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.78345627,121.4884825
BP Boulevarde,4220,Cnr of Donald St & Hornibrook Esplanade,Woody Point,QLD,4019,07 3284 5996,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.25600181,153.0947871
BP Bowen Hills,7262,230 Abbotsford Road,BOWEN HILLS,QLD,4006,07 3252 3769,Y,Y,Y,,Y,Y,Y,,,,Y,,,Y,,,Y,,,,N,N,-27.43576779,153.0413787
BP Bowral,2171,202 Bong Bong St,Bowral,NSW,2576,02 4861 1608,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.47584638,150.4189933
BP Boyne Island,1530,35 Boyne Island Road,Boyne Island,QLD,4680,07 4973 7568,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-23.96019002,151.3261729
BP Boyup Brook,1871,Cnr Abel St & Jayes St,Boyup Brook,WA,6244,08 9765 1123,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.82965076,116.3841806
BP Brackenridge,7299,508 Telegraph Road and Denham Street,Brackenridge,QLD,4017,07 3269 9900,Y,Y,Y,,Y,Y,,,,,,,,,,,,,,N,N,,-27.33174126,153.0416123
BP Braddon,2239,22 Lonsdale St,Braddon,ACT,2601,02 6248 7806,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-35.27607834,149.1323865
BP Breakwater,3755,2 - 4 Fellmongers Rd,Breakwater,VIC,3219,03 5221 8922,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,-38.17933768,144.3678981
BP Bremer Bay,6681,5 Gnombup Terrace,Bremer Bay,WA,6338,n/a,y,n,y,n,y,y,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,-34.39879222,119.3755574
BP Bridge Garage,8071,Cunningham Hwy,GOONDIWINDI,QLD,4390,07 4671 1377,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,-28.49497504,150.3981522
BP Bridgetown Roadhouse,5770,64 Hampton Street,Bridgetown,WA,6255,08 9725 6500,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,y,N,N,N,N,N,-33.96223598,116.136297
BP Brighton,7091,40 Midland Highway,Brighton,TAS,7030,03 6268 1466,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-42.699337,147.2514653
BP Broadwater,4975,171 Pacific Hwy,Broadwater,NSW,2472,02 6682 8253,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-29.01023301,153.4356617
BP Brooker,639,200 Brooker Hwy,Hobart,TAS,7000,03 6234 3549,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-42.87001395,147.3212575
BP Broome Central,6075,Cnr Frederick & Coghlan Sts,Broome,WA,6725,08 9193 5517,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-17.95558568,122.2368058
BP Bruce Rock,6715,1 Johnson Street,Bruce Rock,WA,6418,08 9061 1178,y,n,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-31.8773019,118.1498528
BP Brunkerville,7329,1549 Leffatt Drive,Brunkerville,NSW,2323,(02) 4938 0149,Y,Y,,,Y,,,,,,,,,,,,,,,,,,-32.9421365,151.481567
BP Brunswick,5571,142 Dawson Street,Brunswick West,VIC,3055,03 9380 2267,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.76994368,144.9495417
BP Brunswick Heads,1575,50 Tweed St,Brunswick Heads,NSW,2483,02 6685 1268,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-28.54188407,153.5473735
BP Bruthen,4500,70 Main St,Bruthen,VIC,3885,03 5157 5262,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,-37.70875485,147.8339956
BP Buccaneer,6659,7 Clementson St,Buccaneer,WA,6725,08 9193 6347,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-18.9833375,122.7181415
BP Bull Creek,6521,Cnr Parry Ave & Wheatley Dr,Bull Creek,WA,6149,08 9332 5843,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,-32.05665625,115.8663022
BP Bulla,5539,84 Bulla Road,Bulla,VIC,3428,03 9307 1372,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.63747277,144.8054265
BP Bunbury DCA Shop Front,6669,24 Wetherly Drive,Picton,WA,6229,08 9725 6500,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,-33.34507914,115.7086538
BP Bundaberg Depot,1347,33 Princes St,Bundaberg,QLD,4670,07 4152 5277,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-24.85934647,152.3678835
BP Bundaberg Depot & Dca,4129,33 Princes St,Bundaberg,QLD,4670,07 4152 5277,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-24.85935078,152.3678824
BP Bundanoon,2578,61 Railway Pde,BUNDANOON,NSW,2578,02 4883 6118,,,,,,,N,,,,,,,,,,,,,,N,N,-34.65538062,150.3043454
BP Bundanoon,4749,61 Railway Pde,BUNDANOON,NSW,2578,02 4883 6118,,,,,,,,,,,,,,,,,,,,,,,-34.65538195,150.3043452
BP Bundoora,7352,1050 Plenty Rd,Bundoora,VIC,3083,03 9466 9446,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,,,,,N,N,N,N,-37.71287851,145.0457455
BP Bungama,9245,Princes Highway,Bungama,SA,5540,08 8632 1108,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-33.19749049,138.0681523
BP Bungendore,2611,24 Molonglo St,Bungendore,NSW,2621,02 6238 1307,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-35.25432524,149.4385906
BP BURMAH DURAL,35,271 New Line Rd,DURAL,NSW,2158,02 9651 5091,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-33.69803736,151.0278948
BP Burnie Terminal,7154,4 River Road,Wivenhoe,TAS,7320,03 6431 4744,N,N,N,N,Y,N,Y,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,-41.07008972,145.9251153
BP Buronga,3156,141 Sturt Highway,Gol Gol,NSW,2738,03 5022 1766,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.18117682,142.2126629
BP Burrendah Self Serve,1812,Cnr Burrendah & Pinetree Gully Rd,Willetton,WA,6155,08 9332 1666,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,-32.05858213,115.8824636
BP Burrum Heads,5859,1 Ivor Drive,BURRUM HEADS,QLD,4659,,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-25.18499717,152.6132374
BP Busselton,1876,24 Albert St,Busselton,WA,6280,08 9752 1509,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.65271104,115.3441825
BP Cabramatta (Formerly BP Railway),9495,208 Cabramatta Rd,Cabramatta,NSW,2166,02 9724 9182,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,-33.89593261,150.9365438
BP Caldermeade,7305,4385 South Gippsland Highway,Caldermeade,VIC,3984,03 5997 5030,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-38.24210945,145.5346576
BP Caloundra,1413,4 Latcham drive,CALOUNDRA,QLD,4551,07 5437 2264,N,,Y,Y,,,,,,,,,,,,,,,,,,,-26.79098007,153.1069198
BP Cambridge,7045,967 Cambridge Rd,Cambridge,TAS,7170,03 6248 5451,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-42.83691447,147.4407235
BP Campbellfield,2410,1489 Sydney Rd,Campbellfield,VIC,3061,03 9357 4288,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,,,,-37.68315256,144.9562512
BP Camperdown,3667,4 Thornton Street,Camperdown,VIC,3260,03 5593 1551,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,Y,N,N,N,N,N,-38.22795028,143.1465359
BP Campsie,2247,65 Bexley Rd,Campsie,NSW,2194,02 9787 1801,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.92262269,151.107037
BP Cannington,6204,Cnr Albany Hwy & Short St,Cannington,WA,6107,08 9458 1098,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-32.02576074,115.9423629
BP Cannon Hill,4201,Corner Of Creek Road And Wynnum Road,Cannon Hill,QLD,4170,07 3899 0101,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,-27.46957367,153.0962727
BP Capalaba,4208,Corner Of Old Cleveland Road And Dollery Road,Capalaba,QLD,4157,07 3390 1374,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,-27.5203998,153.1920646
BP Capalaba East,7078,210 Old Cleveland Road,CAPALABA,QLD,4157,07 3823 3325,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,-27.52139151,153.1993061
BP Capalaba South,2520,Cnr Redland Bay Rd & Neumann Rd,Capalaba,QLD,4157,07 3390 3449,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.53502946,153.2054387
BP Cardiff,804,321 Main Rd (Cnr Sturt St),Cardiff,NSW,2285,02 4954 0063,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.9383907,151.6573739
BP Cardiff Pennant St,7193,Cnr Pennant St & Belmore Pl,CARDIFF,NSW,2285,,Y,,Y,,Y,Y,N,,,,,,,,,,Y,,,,N,N,-32.93963558,151.6590686
BP Carlsruhe,5452,Calder Highway,Carlsruhe,VIC,3442,03 5422 1848,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-37.28118682,144.4797851
BP Carmila Highway,7249,1 Music Street,CARMILA,QLD,4739,07 4950 2196,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,-21.90868686,149.411074
BP Carrington,2252,183 The Horsley Dr,Fairfield,NSW,2165,02 9724 3856,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.86770143,150.9580214
BP Carrs Park,780,294 Princes Hwy,Blakehurst,NSW,2221,02 9546 5585,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.98200619,151.1178164
BP Carrum Downs,14,1115 Dandenong Rd,Carrum Downs,VIC,3201,03 9782 1505,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-38.09013122,145.1802484
BP Castle Cove,809,327 Eastern Valley Way,Castle Cove,NSW,2069,02 9417 5111,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.78483656,151.2008042
BP Casuarina Cityway,9348,Cnr Trowe Rd & Angelo St,Casuarina,NT,810,08 8927 8000,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-12.37307963,130.8835422
BP Cavendish Road,1415,Cnr Cavendish & Holland Rds,Holland Park,QLD,4121,07 3397 8333,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,-27.50761216,153.0638335
BP Central Brown Plains,5435,111 - 121 Browns Plains Road,Browns Plains,QLD,4118,07 3809 3211,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,-27.66217312,153.0489479
BP Central Cairns,2271,Corner Of Martyn Street And Florence Street,Parramatta Park,QLD,4870,07 4051 1350,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-16.92527664,145.7645212
BP Centre,2268,Cnr Kendall Rd & Yanko Rd,West Pymble,NSW,2073,02 9498 5160,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,-33.76417839,151.1306113
BP Centrepoint Rochedale,5731,670 Miles Platting road,Rochedale,QLD,4123,07 3341 1207,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.58054336,153.1250939
BP Charlestown,6947,273 Charlestown Road,Charlestown,NSW,2290,02 4946 2603,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-32.95795252,151.6898503
BP Charlton,261,Lot 1 Warrego Highway,Charlton,QLD,4350,07 4630 4115,Y,Y,Y,N,Y,y,N,N,n,Y,N,N,N,,N,Y,n,N,n,n,n,n,-27.53177869,151.8673417
BP Charlton Roadhouse,5521,91-93 High Street,Charlton,VIC,3525,03 5491 1772,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-36.27090305,143.35483
BP Charmhaven,7185,210 Pacific Hwy,Charmhaven,NSW,2263,02 43932666,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,,N,N,Y,Y,N,N,N,N,-33.22730011,151.5027146
BP Charters Towers,7200,11 Hackett terrace,Richmond Hill,QLD,4820,07 4787 2100,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-20.06270557,146.2716578
BP Chinchilla,8065,Warrego Hwy,Chinchilla,QLD,4413,07 4662 7137,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-26.74812218,150.6426931
BP Chinderah,1773,Chinderah Bay Dr,Chinderah,NSW,2487,02 6674 1466,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,-28.23903622,153.551298
BP Chipping Norton,7202,7-11 Newbridge Road,CHIPPING NORTON,NSW,7202,02 9601 3840,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-33.92825291,150.9768972
