Name, LocationNo, Street, Town, State, Postcode, Phone, Unlead, PremiumUnlead, BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,
BP Greystanes,2259,Cnr Merrylands & Kippax Sts,Greystanes,NSW,2145,02 9636 3152,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Grovedale,3720,134 Torquay Rd,Grovedale,VIC,3216,03 5241 1515,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP GULGONG,952,77 Medley Street,GULGONG,NSW,2852,02 6374 1196,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Gundagai North Service Centre,5578,Corner Of Annie Pyers Drive And Hume Highway,Gundagai,NSW,2722,02 6944 0555,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Gunnedah RDD,7194,Cnr Abbott & Barber Streets,GUNNEDAH,NSW,2380,02 67702021,Y,N,Y,,Y,,N,,N,,,,,,,,Y,,,,N,N,
BP Gunns Gully,3061,171 Narracan Dr,Moe,VIC,3825,03 5127 6266,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,y,Y,N,N,N,N,
BP Gympie Gateway,8349,295 Brisbane Rd,Gympie,QLD,4570,07 5482 9744,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,Y,N,N,N,
BP Haberfield,9518,95 - 97 Ramsey Rd,Haberfield,NSW,2045,02 9798 7375,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,
BP Halifax,1594,1 Macrussan St,Halifax,QLD,4850,07 4777 7155,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Halls Head,6170,2 Peelwood Pde,Halls Head,WA,6210,08 9581 1700,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Hamilton,549,Cnr Thompson & Lonsdale Sts,Hamilton,VIC,3300,03 5572 2267,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Hampton Park,3379,7181 South Gippsland Hwy,Lyndhurst,VIC,3975,03 9702 8599,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Harcourt,5456,34 High Street,Harcourt,VIC,3453,03 5474 3130,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Hartwell,3235,1237 Toorak Rd,Hartwell,VIC,3125,03 9809 1705,Y,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,
BP Hastings Point,7266,1 Coast Rd,Hastings Point,NSW,2489,02 6676 1213,Y,Y,Y,N,Y,,N,,,,,,,,,,Y,,,,N,N,
BP Hawker,6828,40 Elder Tce,Hawker,SA,5434,08 8648 4086,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Healesville,6916,66 Maroondah Hwy,Healesville,VIC,3777,03 5962 4665,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Heatherhill,127,974 Heatherton Rd,Springvale South,VIC,3172,03 9546 1847,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Heathmont,3255,382 Canterbury Rd,Heathmont,VIC,3153,03 9729 5840,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Helensvale,2972,2 Discovery Dr,Helensvale,QLD,4210,07 5573 3767,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Hervey Bay,6958,Cnr Main Street and Boat Harbo,Hervey Bay,QLD,4655,07 4124 1922,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP Hervey Bay Airport,7190,1 William Dean Avenue,Urangan,QLD,4655,741946053,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Hexham,2231,Cnr Pacific Hwy & Old Maitland Rd,Hexham,NSW,2322,02 4964 8163,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP High Street,8055,Cnr High & Miebusch Rds,Toowoomba,QLD,4350,07 4635 4639,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Highbluff,3234,359 Bluff Road,Hampton,VIC,3188,03 9598 7202,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP Highfields,5766,10538 New England Highway,HIGHFIELDS,QLD,4350,07 4630 8082,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Highland Park,7044,Alexander Dr,Nerang,QLD,4211,07 5574 9066,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Hillcrest,5413,33 Middle Rd,Hillcrest,QLD,4118,07 3809 0922,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP HILTON,7255,79-81 Sir Donald Bradman Drive,HILTON,SA,5033,08 8354 5421,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,
BP Hobart Airport (TAS),1800,3 Holyman Avenue,Cambridge,TAS,7170,03 6248 4738,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Hobart Terminal,7050,Selfs Point Road,New Point,TAS,7008,03 6228 6377,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,n,N,
BP Holland Park,2550,779 Logan Rd,Holland Park,QLD,4121,07 3847 3399,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Home Hill,5706,46 Eighth Avenue,Home Hill,QLD,4806,,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,y,N,N,N,N,N,
BP Hope Island,8133,69 - 71 Crescent Ave,Hope Island,QLD,4212,07 5530 1122,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,y,Y,N,N,N,N,
BP Hopetoun & Dca,415,95 Lascelles St,Hopetown,VIC,3396,03 5083 3323,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,
BP Horsham,5438,4 Dimboola Road,Horsham,VIC,3400,03 5382 1842,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Horsley Park,1526,1642 The Horsley Dr,Horsley Park,NSW,2164,02 9620 2670,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Howard Springs,312,150 Whitewood Rd,Howard Springs,NT,835,08 8983 1037,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,
BP Hughesdale,7310,Cnr Poath and North Rd,Oakleigh,VIC,3166,03 9579 4000,Y,Y,Y,N,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,,,,N,
BP Huntingdale,6117,Cnr Warton & Matilda Rds,Huntingdale,WA,6110,08 9490 2912,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,
BP Huonville,704,60 Main Rd,Huonville,TAS,7109,03 6264 3055,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Indooroopilly,1451,71 Coonan St,Indooroopilly,QLD,4068,07 3378 2700,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Ingham & Dca,1452,66 Townsville Rd,Ingham,QLD,4850,07 4776 2786,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,
BP Inglewood (119 Albert St),717,119 Albert Street,Inglewood,QLD,4387,07 4652 1353,y,y,n,n,y,y,n,n,n,y,n,n,n,,n,y,n,n,n,n,n,n,
BP Innisfail,1101,Cnr Ernest & Lily Sts,Innisfail,QLD,4860,07 4061 8100,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Inverell DCA Shop Front,1047,313 Byron St,Inverell,NSW,2360,n/a,Y,Y,Y,n,Y,Y,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,
BP Inverloch,1346,25 Williams St,Inverloch,VIC,3996,03 5674 1442,Y,n,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,Y,n,n,n,n,
BP Invermay,605,28-32 Invermay Road,Launceston,TAS,7250,03 6331 7226,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Jabiru DSS,7289,Lakeside Drive,JABIRU,NT,886,08 8979 2001,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Jacaranda Avenue,4595,469 Kingston Rd,Kingston,QLD,4114,07 3208 0104,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Jamison,1109,Cnr Redfern & Bowman Sts,Macquarie,ACT,2614,02 6251 6308,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Jamison Town,2967,126 - 130 Mulgoa Rd,Penrith,NSW,2750,02 4733 3913,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Jerilderie,3044,13 Southy St,Jerilderie,NSW,2716,03 5886 1378,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,Y,N,N,N,
BP Jerrys Plains,5520,Lot 2 Pagan Street,Jerrys Plains,NSW,2330,02 6576 4155,Y,Y,N,N,Y,N,N,N,n,Y,N,N,N,,N,Y,N,N,N,N,n,N,
BP Jindabyne,1221,8 Kosciusko Rd,Jindabyne,NSW,2627,02 6456 2127,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP John Eyre Motel (DSS),1878,Eyre Highway,CAIGUNA,WA,6443,08 9039 3459,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Johnston Street,855,69 Johnston St,Southport,QLD,4215,07 5527 0022,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Julia Creek Roadhouse,1691,85 Burke Street,JULIA CREEK,QLD,4823,07 4746 7178,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y,N,Y,Y,,,,
BP Jurien Bay,6082,110 Bashford St,Jurien Bay,WA,6516,08 9652 1444,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Kables OPT,2695,76 Piesley St,Orange,NSW,2800,02 6362 6461,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,
BP Kadina,9170,19 Frances Tce,Kadina,SA,5554,08 8821 4753,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Kalbarri,6668,Lot 13 Clotsworthy St,Kalbarri,WA,6536,08 9937 1425,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Kalgoorlie Truckstop,4112,Celebration Rd,Boulder,WA,6432,08 9093 0266,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,
BP Kambalda East,6233,Cnr Kalgoorie & Emu Rocks Rd,Kambalda East,WA,6442,08 9027 1340,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kangaroo Flat,72,172 High St,Kangaroo Flat,VIC,3555,03 5447 2930,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kapunda,9129,1 Mildred St,Kapunda,SA,5373,08 8566 3880,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kapunda Main St,6965,122 Main St,Kapunda,SA,5373,08 566 2312,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,Y,Y,N,N,N,
BP Kardinya,6207,88 Gilbertson Rd,Kardinya,WA,6163,08 9337 1463,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Karratha,1899,Balmoral Rd,Karratha,WA,6714,08 9185 1833,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Katherine,9353,6 Katherine Tce,Katherine,NT,850,08 8971 9924,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Katoomba,3304,199 Great Western Highway,KATOOMBA,NSW,2780,02 4782 1741,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kawana,4608,Nicklin Way & Wyanda Dr,Bokarina,QLD,4575,07 5493 1670,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kealba,5723,100 Sunshine Avenue,Kealba,VIC,3021,03 9310 7766,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Kearney Springs,7911,823 Ruthven St,Toowoomba,QLD,4350,07 4636 1399,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Keilor Park Drive,5764,Corner Of Fullarton Road And Keilor Park Drive,Keilor Park,VIC,3042,03 9336 0220,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP Keith,5302,14 Dukes Hwy,Keith,SA,5267,08 8755 3181,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Keith Southbound,7237,Cnr Riddich & Dukes Highway,KEITH,SA,5267,08 8755 1700,Y,Y,N,N,,Y,,N,Y,N,N,N,N,,N,Y,,N,N,N,N,,
BP Kelmscott,5496,2907 Albany Highway,Kelmscott,WA,6111,08 9390 5433,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Kemps Creek,7205,Lot 5 1443 Elizabeth Drive,Kemps Creek,NSW,2178,02 9826 1013,Y,Y,Y,,Y,Y,Y,,,Y,,,,,,,,Y,,,N,N,
BP Kennedy Store,1735,56115 Bruce Highway,Kennedy,QLD,4849,07 4066 0135,y,n,n,n,y,n,n,n,n,y,n,n,n,,n,n,n,n,n,n,n,n,
BP Kerang (Bendigo Rd),5803,90 Bendigo Road,Kerang,VIC,3579,03 5450 3333,Y,Y,n,n,Y,Y,n,n,Y,Y,n,n,n,n,n,Y,Y,n,Y,n,n,n,
BP Kewdale Truckstop,2498,549 Abernethy Rd,Kewdale,WA,6105,08 9353 6945,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,
BP Kilmore,5457,102 Sydney Street,Kilmore,VIC,3764,03 5782 1418,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Kingaroy,1458,114 - 118 Kingaroy St,Kingaroy,QLD,4610,07 4162 1928,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kingscliff,1099,76 Marine Pde,Kingscliff,NSW,2487,02 6674 1461,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Kingston,628,Cnr Channel Hwy & John St,Kingston,TAS,7050,03 6229 5051,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Kingston,3082,1 Princess Hwy,Kingston Se,SA,5275,08 8767 2404,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Kingsway,65,313 KINGS WAY,SOUTH MELBOURNE,VIC,3205,03 9690 5250,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kirrawee,883,Corner Of Princes Highway And Oak Road,Kirrawee,NSW,2232,02 9521 4039,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kirwan,1459,170 Thuringowa Dr,Kirwan,QLD,4817,07 4773 4622,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kogarah,7323,69 Princes Highway,Kogarah,NSW,2217,02 9553 4444,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Kookas Central,1658,Bowen & Arthur Sts,Roma,QLD,4455,07 4622 3399,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,
BP Koondoola,5583,Cnr Koondoola and Burbridge Avenue,Koondoola,WA,6064,08 9342 4422,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Korrumburra,1018,Cnr King & Elizabeth Sts,Korumburra,VIC,3950,03 5658 1784,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,y,Y,N,N,N,N,
BP Korumburra Commercial,6985,2 Commercial St,Korumburra,VIC,3950,03 5655 1668,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,N,N,N,N,N,
BP Kununurra,1956,Bandicoot Drive,Kununurra,WA,6743,08 9169 1799,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kununurra Dep DCA Shop Front,6667,LOT 2257 Victoria Highway,KUNUNURRA,WA,6743,08 9168 2087,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,
BP KURABY,5871,200 Compton Road,KURABY,QLD,4112,07 3423 0599,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kuranda,8063,3 Rob Vievers Dr,Kuranda,QLD,4872,07 4093 9400,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kurmond,2980,501 Bells Line Of Rd,Kurmond,NSW,2757,02 4573 2869,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Kyabram,875,10 Allan St,Kyabram,VIC,3620,03 5853 1750,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,y,N,N,N,N,N,
BP Kyneton,5458,55 High Street,Kyneton,VIC,3444,03 5422 1622,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Kyogle,5436,13 Summerland Way,Kyogle,NSW,2474,02 6632 1706,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Lagana Bros,5340,Barossa Valley Highway,Lyndoch,SA,5351,n/a,Y,Y,N,n,Y,Y,n,n,n,Y,n,n,n,,n,n,n,n,n,n,n,n,
BP Lake King,6746,164 Hyden lake King Road,Lake King,WA,6356,08 9865 1221,Y,N,N,N,Y,N,Y,,N,N,N,N,N,,Y,N,Y,N,N,N,N,N,
BP Lake Munmorah,6953,335 Pacific Highway,Lake Munmorah,NSW,2259,02 4358 1606,Y,n,Y,n,Y,Y,Y,Y,Y,Y,n,n,n,,n,Y,Y,n,n,n,n,n,
BP Landsborough Central,1622,Cnr Railway & Caloundra St,Landsborough,QLD,4550,07 5494 1622,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Langford,5378,234 Nicholson Road,Langford,WA,6147,08 9258 3444,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Langwarrin,3381,240 Cranbourne Frankston Road,LANGWARRIN,VIC,3910,03 9789 4887,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Lansvale,2296,115 - 119 Hume Hwy,Lansvale,NSW,2166,02 9727 6591,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Lara,1234,1 Forest Rd,Lara,VIC,3212,03 5282 1213,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Latrobe,1460,49 Lytton Rd,East Brisbane,QLD,4169,07 3391 1973,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Lauderdale,7051,534 South Arm Rd,Lauderdale,TAS,7021,03 6248 1026,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Launceston,3221,31 Wellington St,Launceston,TAS,7250,03 6334 5058,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Laverton,4744,15 Fitzgerald Rd,Laverton North,VIC,3026,03 9369 6858,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Lawnton,2196,823 Gympie Road,Lawnton,QLD,4501,07 3285 6336,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Leongatha,6984,7 Anderson Street,Leongatha,VIC,3953,03 5662 2834,y,y,y,n,y,y,n,y,y,y,n,n,n,,n,y,Y,n,n,n,n,n,
BP Leongatha Bair St,3615,95 Bair St,Leongatha,VIC,3953,03 5662 2217,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,Y,n,n,n,n,
BP Leopold,184,694 Ballarine Highway,Leopold,VIC,3224,03 5250 2495,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,
BP Leppington,6935,1389 Camden Valley Way,Leppington,NSW,2179,02 9606 6225,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP LILYDALE,7248,87-89 Warburton Hwy,LILYDALE,VIC,3140,03 9735 5308,Y,Y,Y,N,Y,Y,N,,,,,,,,,,Y,,,,N,N,
BP Linden Park,5226,460 Greenhill Rd,Linden Park,SA,5065,08 8379 0127,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,
BP Lindisfarne,638,170 East Derwent Hwy,Lindisfarne,TAS,7015,03 6243 8573,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Lindum,1461,226 Sibley Rd,Wynnum West,QLD,4178,07 3396 3291,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,,N,Y,,Y,,Y,,,N,N,
BP Little River (Geelong Bound),4117,Cnr Princess Hwy & Posties Rd,Little River,VIC,3211,03 5283 1660,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Little River (Melb. Bound),4134,Cnr Pricess Hwy & Hughes Rd,Little River,VIC,3211,03 5283 1585,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Liverpool,6951,69 Hoxton Park Road,Liverpool,NSW,2170,02 9821 2222,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Loftus,899,127 Loftus avenue,loftus,NSW,2232,02 9521 5017,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Logan Rd,6989,3077 Logan Rd,Underwood,QLD,4119,07 3341 3580,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Logan Village,1971,111 - 113 Albert St,Logan Village,QLD,4207,07 5546 3169,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Logandale,950,141 Beenleigh Redland Rd,Loganholme,QLD,4129,07 3287 7811,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Long Gully,73,187 Eaglehawk Rd,Long Gully,VIC,3550,03 5441 2977,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Longford OPT,7180,21 WELLINGTON STREET,LONGFORD,TAS,7301,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,
BP Longwarry Inbound,5980,200 Princes Fwy,Longwarry North,VIC,3816,03 5629 9077,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,
BP Longwarry Outbound,5958,200 Princes Fwy,LONGWARRY NORTH,VIC,3816,03 5629 9102,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Lorne,3782,74 Mountjoy Parade,Lorne,VIC,3232,03 5289 2721,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Lowe Street,1303,2 - 4 Lowe St,Queanbeyan,ACT,2620,02 6297 5032,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Loxton,5919,French Road,Loxton,SA,5333,08 8584 7418,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Ludmilla,8250,25 Bagot Rd,Ludmilla,NT,820,08 8981 2501,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Lugarno,4756,1046 Forrest  Rd,Lugarno,NSW,2210,02 9534 6555,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,,N,
BP Lyndhurst Store (DSS),5327,1 Main Rd,Lyndhurst,SA,,08 8675 7782,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,N,n,N,N,N,
