State,Suburb,Brand,Address,Postcode,Phone,E10,ULP,PULP,VX98,LPG,Diesel,Biodiesel,Vortex Diesel,Eftpos,Workshop,OpenAllHours,Carwash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,VX95,Longitude,Latitude
SA,CLARE,CALTEX,35 MAIN NORTH RD,5453,08 88422848,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,138.6188520,-33.8468900
NSW,MASCOT,CALTEX,125 O'RIORDAN ST,2020,02 97007598,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,No,No,Yes,151.1913530,-33.9230150
VIC,KEALBA,CALTEX,CNR SUNSHINE AVE & MAIN RD EAST,3021,03 93107779,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.8320420,-37.7485710
NSW,JUNEE,AMPOL,COX STREET,2663,02 69244944,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,147.5850500,-34.8674530
NSW,YASS,CALTEX,1715 YASS VALLEY WAY,2582,02 62264022,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,7,No,No,Yes,148.8821100,-34.8067630
NSW,WALCHA,CALTEX,50E FITZROY ST,2354,02 67772755,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,Yes,No,N,No,No,Yes,151.5960600,-30.9858470
NSW,GILGANDRA,CALTEX,6425 NEWELL HWY,2827,02 68472660,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,7,No,No,Yes,148.6531170,-31.7256910
NSW,HOLBROOK,CALTEX,11312 HUME HWY,2644,02 60362788,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,No,Yes,7,Yes,No,Yes,147.3205760,-35.7150020
SA,WINGFIELD,CALTEX,664-668 SOUTH RD,5013,08 83454916,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,7,Yes,No,Yes,138.5642780,-34.8471140
TAS,TERRYLANDS,CALTEX,THE BOULEVARDE,7320,03 64311742,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,Yes,No,Yes,145.8966770,-41.0626190
NSW,MANLY VALE,CALTEX,236-238 CONDAMINE ST,2093,02 99498200,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.2671050,-33.7851990
NSW,EAST MAITLAND,CALTEX,NEWCASTLE RD CNR WILLIAM ST,2323,02 49337138,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.5829880,-32.7487810
TAS,MIDDLETON,INDEPENDENT,CHANNEL HWY,7163,03 62921610,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,147.2538190,-43.2330770
NSW,VILLAWOOD,CALTEX,276 MILLER ROAD,2163,02 97275019,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,150.9923550,-33.8878350
NSW,KANGAROO VALLEY,INDEPENDENT,32 MOSS VALE ROAD,2577,02 44651986,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,No,150.5217030,-34.7301180
QLD,HOME HILL,AMPOL,129 SEVENTH AVENUE,4806,07 47821344,No,Yes,Yes,No,No,No,No,No,No,Yes,No,,No,No,No,N,No,No,No,147.4033320,-19.6479060
VIC,COBDEN,CALTEX,1 CURDIE ST,3266,03 55951152,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,143.0770320,-38.3284160
TAS,WYNYARD,INDEPENDENT,31 INGLIS STREET,7325,03 64422635,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.7201100,-40.9894690
ACT,FYSHWICK,CALTEX,11 BARRIER ST,2609,02 62855999,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,No,149.1738430,-35.3296350
NSW,GOULBURN,CALTEX,13 SLOANE ST,2580,02 48212410,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,149.7107090,-34.7699960
QLD,SAMFORD VILLAGE,CALTEX,LOT 31 MT GLORIOUS RD,4520,07 32891410,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,152.8835900,-27.3732350
WA,CANNING VALE,CALTEX,RANFORD RD CNR WILFRED RD,6155,08 94555979,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,115.9089600,-32.0821590
QLD,WISHART,CALTEX,590 MT GRAVATT-CAPALABA RD,4122,07 34222722,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,146.5407050,-27.5485670
TAS,MIDWAY POINT,CALTEX,13 TASMAN HWY,7171,03 62652231,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,147.5331370,-42.8038850
NSW,TUGGERAH,CALTEX,2 JOHNSON RD,2259,02 43521447,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.4228020,-33.2946570
NSW,BEELBANGARA,AMPOL,2-4 RICHARD ST,2680,02 69635242,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,146.1018710,-34.2541970
SA,NURIOOTPA,INDEPENDENT,SIEGERSDORF RD,5355,08 85622177,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,138.9967720,-34.5014600
VIC,YARRA GLEN,CALTEX,66 BELL STREET,3775,03 97301466,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,Yes,Yes,145.3758270,-37.6532900
WA,GERALDTON,CALTEX,120 FLORES RD,6530,08 99211009,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,1,Yes,No,No,114.6284200,-28.7514080
VIC,SUNBURY,CALTEX,81-87 HORNE STREET,3429,03 97405166,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.7230080,-37.5836700
QLD,TARA,INDEPENDENT,DAY ST,4421,07 4662 2688,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,150.4511780,-27.2762630
NSW,NARELLAN,CALTEX,NARELLAN RD CNR MAXWELL PL,2567,02 46471036,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,150.7433390,-34.0395680
QLD,ROCKHAMPTON NORTH,CALTEX,524-528 YAAMBA RD,4701,07 49261578,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,No,7,No,No,Yes,150.5186420,-23.3342800
NSW,TEMORA,CALTEX,109 HOSKINS STREET,2666,02 69771265,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,N,No,No,No,147.5323490,-34.4433900
SA,STRATHALBYN,CALTEX,34-36 MILNES RD,5255,08 83861055,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,No,138.8950480,-35.2685560
WA,NORTH MALAGA,CALTEX,CNR BEACH RD & CROCKER ST,6062,08 92493200,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.8821010,-31.8528480
NSW,CASTLEREAGH,CALTEX,1141 CASTLEREAGH ROAD,2749,02 47761385,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,150.6767710,-33.6694330
QLD,CABOOLTURE,CALTEX,LOWER KING ST CNR ALFRED ST,4510,07 54983912,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,152.9575080,-27.0852450
QLD,CANUNGRA,CALTEX,6 CHRISTIE ST,4275,07 55435226,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,1,No,No,Yes,153.1617220,-28.0166500
NSW,BLACKTOWN,CALTEX,143 KILDARE RD,2148,02 98312625,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8915890,-33.7686150
VIC,COBURG,CALTEX,114-116 SYDNEY ROAD,3058,03 93842746,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,144.9647830,-37.7522410
QLD,MORANBAH,CALTEX,MILLS AVE CNR GRIFFIN ST,4744,07 49417183,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,148.0458090,-22.0020050
QLD,MORANBAH,CALTEX,BELYANDO AVE CNR BACON ST,4744,07 49418441,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,148.0405620,-21.9993760
NSW,KINGSGROVE,CALTEX,351-357 STONEY CREEK RD,2208,02 95021085,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,Yes,No,Yes,151.0926030,-33.9511660
TAS,DERWENT BRIDGE,INDEPENDENT,LYELL HIGHWAY,7140,03 62891125,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.2323470,-42.1314920
VIC,LITTLE RIVER,INDEPENDENT,OLD MELBOURNE RD,3211,03 52831297,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,144.5075530,-37.9621480
NSW,ULLADULLA,CALTEX,PRINCES HWY CNR DEERING ST,2539,02 44551437,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,150.4734900,-35.3627660
WA,DUMBLEYUNG,INDEPENDENT,LOT 60 ABSOLON ST,6350,08 98634072,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,117.7361190,-33.3146090
WA,MOUNT MAGNET,INDEPENDENT,HEPBURN STREET,6638,08 99634844,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,7,No,No,No,117.8492130,-28.0558190
NSW,BURONGA,CALTEX,STURT HWY CNR SILVER CITY HWY,2648,03 50230280,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,142.1815800,-34.1706520
SA,LOXTON,INDEPENDENT,15 BOOKPURNONG TCE,5333,08 85846533,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,140.5793640,-34.4469070
SA,RENMARK,AMPOL,52 TWENTY FIRST ST,5341,08 85865966,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,140.7391480,-34.1834830
SA,MIDDLETON,AMPOL,15 GOOLWA ROAD,5213,08 85543524,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,Yes,138.7085910,-35.5082080
WA,VIA CARNARVON,INDEPENDENT,NORTH WEST COASTAL HIGHWAY,6701,08 99430521,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,2,No,No,No,115.5223020,-22.5032360
SA,PORT PIRIE,CALTEX,118 MAIN RD,5540,08 86330640,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,138.0208700,-33.1847830
WA,MULLEWA,AMPOL,21 CNR JOSE AND PADBURY STREET,6630,08 99611196,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,115.5119010,-28.5399880
VIC,GISBORNE,CALTEX,4 STATION ST,3437,03 54282541,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,144.6772930,-37.4633440
NSW,LAMBTON,CALTEX,422 NEWCASTLE RD,2299,02 49574030,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,151.7104010,-32.9096600
NSW,SUMMERLAND POINT,AMPOL,64A CAMS BOULEVARD,2259,02 49725877,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.5649170,-33.1376120
SA,JAMESTOWN,CALTEX,MANNANARIE RD,5491,08 86641240,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,Yes,No,No,138.6094700,-33.1942210
TAS,HOBART,CALTEX,357 ARGYLE STREET,7001,03 62346045,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,No,147.3166980,-42.8708260
NSW,LADYSMITH,CALTEX,14 KYEAMBA STREET,2652,02 69221526,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,147.5135850,-35.2074050
WA,DENMARK,CALTEX,69 SOUTH COAST HWY,6333,08 98482333,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,Yes,No,Yes,N,No,No,Yes,117.3511210,-34.9617310
NSW,TYALGUM,INDEPENDENT,COOLMAN STREET,2484,02 66793234,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,153.2082310,-28.3568530
NSW,CHATSWOOD,CALTEX WOOLWORTHS,572 PACIFIC HWY,2067,02 94131238,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,No,N,Yes,No,Yes,151.1792020,-33.8037550
NSW,RANDWICK,CALTEX WOOLWORTHS,2 ALISON RD,2031,02 93145114,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,151.2311780,-33.9062290
NSW,CHERRYBROOK,CALTEX WOOLWORTHS,67 SHEPHERDS DR CNR MACQUARIE DR,2126,02 94818555,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,No,N,Yes,No,Yes,151.0450450,-33.7206820
NSW,ROSE BAY,CALTEX WOOLWORTHS,488 OLD SOUTH HEAD RD CNR ALBEMARLE,2029,02 93883291,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,No,N,No,No,Yes,151.2724850,-33.8746750
NSW,NORTH RYDE,CALTEX WOOLWORTHS,41-43 EPPING RD CNR WICKS RD,2113,02 98782555,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,Yes,No,Yes,151.1315740,-33.7911760
NSW,PARKLEA,CALTEX WOOLWORTHS,1190 OLD WINDSOR RD NEAR MIAMI ST (,2768,02 98365614,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,150.9388870,-33.7242750
QLD,KIPPA-RING,CALTEX WOOLWORTHS,ANZAC AVE CNR ELIZABETH AVE,4020,07 32846772,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,Yes,No,Yes,153.0849850,-27.2267570
QLD,BROADBEACH,CALTEX WOOLWORTHS,2745 GOLD COAST HWY & AUSTRALIA AVE,4218,07 55398835,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,153.4294280,-28.0252390
QLD,STAFFORD,CALTEX WOOLWORTHS,191 STAFFORD RD,4053,07 38572120,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,153.0238660,-27.4113270
QLD,ROCHEDALE SOUTH,CALTEX WOOLWORTHS,720 UNDERWOOD RD,4123,07 38413570,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,153.1213610,-27.5952860
QLD,RICHLANDS,CALTEX WOOLWORTHS,209 PROGRESS RD CNR GARDEN RD,4077,07 32713178,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,152.9495460,-27.5971870
WA,JOONDALUP,CALTEX WOOLWORTHS,LAKESIDE SHOPPING CENTRE JOONDALUP,6027,08 93009797,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,Yes,No,Yes,115.7642080,-31.7411270
WA,MIDVALE,CALTEX WOOLWORTHS,375 GREAT EASTERN HWY,6056,08 92504899,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,116.0312490,-31.8948770
WA,MOSMAN PARK,CALTEX WOOLWORTHS,676 STIRLING HWY,6012,08 92847639,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.7555310,-32.0115190
SA,ABERFOYLE PARK,CALTEX WOOLWORTHS,152 HUB DR CNR SANDPIPER CRES,5159,08 82704766,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,138.5925990,-35.0764450
SA,MUNNO PARA,CALTEX WOOLWORTHS,LOT 23 MAIN NORTH RD,5115,08 82549000,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,138.6878980,-34.6914740
NSW,NORTHMEAD,CALTEX WOOLWORTHS,98-100 WINDSOR RD CNR LOMBARD RD,2152,02 96303433,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,N,No,No,Yes,150.9949060,-33.7878460
SA,ADELAIDE,INDEPENDENT,172 GILBERT STREET,5000,08 82117815,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,Yes,138.5939190,-34.9345700
NSW,LAKEMBA,CALTEX,516 PUNCHBOWL RD CNR WANGEE RD,2195,02 97595249,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,151.0734700,-33.9117060
VIC,SEYMOUR,INDEPENDENT,46 EMILY ST CNR SYDNEY RD,3660,03 57923958,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.1283660,-37.0192990
NSW,RAYMOND TERRACE,AMPOL,BENJAMIN LEE DRIVE,2324,02 49831988,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.7738600,-32.7607610
NSW,DEE WHY,CALTEX WOOLWORTHS,793-797 PITTWATER RD,2099,02 99719465,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,151.2918020,-33.7462840
NSW,ALBION PARK RAIL,CALTEX,172-174 PRINCES HIGHWAY,2527,02 42562484,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,150.7957150,-34.5608230
WA,KELMSCOTT,CALTEX WOOLWORTHS,2877 ALBANY HWY CNR DENNY AVE,6111,08 93905474,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,116.0156450,-32.1161570
VIC,CAMPERDOWN,CALTEX,319 MANIFOLD STREET,3260,03 55931716,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,N,No,No,Yes,143.1371630,-38.2267540
ACT,HOLT,CALTEX WOOLWORTHS,1 HARDWICK CRES,2615,02 62546707,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,149.0209670,-35.2242820
QLD,GEORGETOWN,AMPOL,CNR GULF DEVELOPMENT RD & GEORGE ST,4871,07 40621999,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,1,No,No,No,143.5492940,-18.2903050
VIC,ELSTERNWICK,CALTEX SAFEWAY,1A NEPEAN HWY CNR GLENHUNTLY RD,3185,03 95286698,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,No,144.9977630,-37.8840520
ACT,HUGHES,CALTEX WOOLWORTHS,12 WISDOM ST CNR CONYER ST,2605,02 62604959,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,149.0939080,-35.3343860
NSW,ST GEORGES BASIN,CALTEX,1-3 ST GEORGES RD,2540,02 44434099,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,150.5903450,-35.0894550
WA,MARBLE BAR,AMPOL,232 HALSE RD,6760,08 91761166,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,119.7504720,-21.1747580
WA,BUSSELTON,CALTEX,BUSSELTON BY-PASS CNR STRELLY ST,6280,08 97523563,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.3499260,-33.6680070
QLD,MARIAN,CALTEX,362 ANZAC AVE,4753,07 49543247,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,,No,No,No,1,No,No,No,148.9621850,-21.1406610
QLD,ACACIA RIDGE,WOOLWORTHS CALTEX,1150 BEAUDESERT RD,4110,07 32770639,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,153.0255260,-27.5764070
VIC,AIRPORT WEST,SAFEWAY CALTEX,29-35 LOUIS STREET,3042,03 83361798,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.8885470,-37.7143200
NSW,ALBION PARK,WOOLWORTHS CALTEX,LOT 1 RUSSELL ST CNR TERRY ST,2527,02 42569063,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.7751180,-34.5720430
NSW,ALBURY,SAFEWAY CALTEX,515 YOUNG ST,2640,02 60415357,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,146.9238250,-36.0808840
QLD,ALEXANDRA HILLS,WOOLWORTHS CALTEX,CAMBRIDGE DRV CNR FINUCANE ROAD,4161,07 38202713,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,153.2197440,-27.5229380
NT,ALICE SPRINGS,WOOLWORTHS CALTEX,LOT 1 CNR WILLS & RAILWAY TCE,0870,08 89524849,No,No,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,133.8802120,-23.6952570
QLD,ALLENSTOWN,WOOLWORTHS CALTEX,171 DENHAM ST,4700,07 49228356,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,150.5011360,-23.3859940
VIC,ALTONA MEADOWS,SAFEWAY CALTEX,2 CENTRAL AVENUE,3028,03 93698387,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,144.7775680,-37.8714330
NSW,AMBERVALE,WOOLWORTHS CALTEX,LOT 302 GILCHRIST DRIVE,2560,02 46280628,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8012530,-34.0690520
VIC,ARARAT,SAFEWAY CALTEX,LOT 7 LAMBERT ST,3377,03 53525621,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,142.9271210,-37.2814880
QLD,SOUTHPORT,WOOLWORTHS CALTEX,64 FERRY ROAD,4215,07 55710376,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,153.4112580,-27.9767880
QLD,AYR,WOOLWORTHS CALTEX,115 EDWARDS ST,4807,07 47835468,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.4037630,-19.5721450
VIC,BAIRNSDALE,SAFEWAY CALTEX,522 MAIN STREET,3875,03 51525712,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.6070510,-37.8327380
WA,BALLAJURA,WOOLWORTHS CALTEX,GLENVIEW s/c cnrBELLEFIN & HAMELIN,6606,08 92481329,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,115.9070100,-31.8475990
VIC,BALLARAT,SAFEWAY CALTEX,CNR EASTWOOD & SHARWOOD ST,3350,03 53316748,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,143.8626730,-37.5648020
NSW,BATHURST,WOOLWORTHS CALTEX,74 BENTINCK ST CNR RUSSELL ST,2795,02 63317846,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,149.5816660,-33.4204550
VIC,BAYSWATER,SAFEWAY CALTEX,659 MOUNTAIN HWY,3153,03 97200998,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.2621980,-37.8416710
WA,BECKENHAM,WOOLWORTHS CALTEX,63 WILLIAMS STREET,6107,08 92588413,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,115.9548890,-32.0221440
QLD,BEENLEIGH,WOOLWORTHS CALTEX,118 GEORGE STREET,4207,07 33820487,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,153.2079010,-27.7170110
QLD,BEERWAH,WOOLWORTHS CALTEX,LOT 271 PEACHESTER STREET,4519,07 54940781,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.9328310,-26.8543610
NSW,BELMONT,WOOLWORTHS CALTEX,397 PACIFIC HWY,2280,02 49452048,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,151.6611220,-33.0284470
VIC,BENALLA,SAFEWAY CALTEX,135 BRIDGE ST,3671,03 57626102,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.9885890,-36.5501920
VIC,BENDIGO,SAFEWAY CALTEX,116 MITCHELL ST,3550,03 54422080,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.2824340,-36.7632530
VIC,BERWICK,SAFEWAY CALTEX,47 CLYDE RD,3806,03 97689785,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,145.3425440,-38.0388550
QLD,BILOELA,WOOLWORTHS CALTEX,22 CALLIDE ST,4715,07 49926934,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.5137380,-24.4042120
NSW,BLACKTOWN,WOOLWORTHS CALTEX,41 THIRD AVENUE,2148,02 96724849,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,150.9082370,-33.7649430
